jid,split
JVASP-107164,train
JVASP-107165,test
JVASP-107167,train
JVASP-107168,train
JVASP-10717,train
JVASP-107172,train
JVASP-107173,train
JVASP-107174,train
JVASP-107175,train
JVASP-107176,train
JVASP-107177,train
JVASP-107179,train
JVASP-10718,train
JVASP-107180,train
JVASP-107181,train
JVASP-107182,train
JVASP-107183,train
JVASP-107184,train
JVASP-107185,val
JVASP-107186,train
JVASP-107187,train
JVASP-107189,train
JVASP-10719,train
JVASP-107191,train
JVASP-107192,train
JVASP-107194,train
JVASP-107195,train
JVASP-107197,test
JVASP-107198,train
JVASP-107199,test
JVASP-10720,train
JVASP-107200,train
JVASP-107201,train
JVASP-107202,train
JVASP-107203,train
JVASP-107204,val
JVASP-107205,train
JVASP-107207,val
JVASP-107208,val
JVASP-10721,train
JVASP-107211,train
JVASP-107213,train
JVASP-107214,train
JVASP-107216,train
JVASP-107217,train
JVASP-107218,train
JVASP-107219,val
JVASP-10722,train
JVASP-107220,train
JVASP-107221,train
JVASP-107223,train
JVASP-107224,train
JVASP-107225,train
JVASP-107226,train
JVASP-107227,test
JVASP-107228,train
JVASP-10723,train
JVASP-107231,val
JVASP-107232,train
JVASP-107233,train
JVASP-107234,train
JVASP-107235,train
JVASP-107236,train
JVASP-107237,test
JVASP-107238,train
JVASP-107239,train
JVASP-10724,train
JVASP-107240,train
JVASP-107242,train
JVASP-107244,train
JVASP-107245,train
JVASP-107246,train
JVASP-107249,train
JVASP-10725,train
JVASP-107250,train
JVASP-107251,train
JVASP-107252,train
JVASP-107254,train
JVASP-107255,train
JVASP-107257,train
JVASP-107258,train
JVASP-107259,train
JVASP-10726,train
JVASP-107260,train
JVASP-107261,train
JVASP-107262,val
JVASP-107263,train
JVASP-107264,test
JVASP-107265,val
JVASP-107267,train
JVASP-107268,train
JVASP-107269,val
JVASP-10727,val
JVASP-107271,train
JVASP-107272,train
JVASP-107273,train
JVASP-107274,train
JVASP-107275,train
JVASP-107276,train
JVASP-107277,train
JVASP-107278,train
JVASP-107279,train
JVASP-107280,train
JVASP-107281,val
JVASP-107282,train
JVASP-107283,train
JVASP-107284,test
JVASP-107286,val
JVASP-107287,test
JVASP-107289,train
JVASP-107293,train
JVASP-107294,test
JVASP-107296,train
JVASP-107298,train
JVASP-107299,train
JVASP-1073,test
JVASP-107300,train
JVASP-107301,train
JVASP-107302,train
JVASP-107303,train
JVASP-107305,train
JVASP-107306,train
JVASP-107307,train
JVASP-107308,train
JVASP-107309,train
JVASP-10731,test
JVASP-107310,train
JVASP-107313,train
JVASP-107314,train
JVASP-107315,train
JVASP-107316,val
JVASP-107317,train
JVASP-10732,train
JVASP-107320,train
JVASP-107321,test
JVASP-107322,train
JVASP-107323,train
JVASP-107324,train
JVASP-107325,train
JVASP-107326,train
JVASP-107327,train
JVASP-107328,train
JVASP-107330,train
JVASP-107331,train
JVASP-107332,train
JVASP-107333,train
JVASP-107334,train
JVASP-107335,train
JVASP-107336,test
JVASP-107337,train
JVASP-107338,train
JVASP-10734,train
JVASP-107340,train
JVASP-107341,train
JVASP-107342,train
JVASP-107343,test
JVASP-107344,train
JVASP-107347,test
JVASP-107348,val
JVASP-107349,train
JVASP-107350,test
JVASP-107351,train
JVASP-107352,test
JVASP-107353,train
JVASP-107355,train
JVASP-107356,train
JVASP-107357,train
JVASP-107358,train
JVASP-107359,train
JVASP-10736,train
JVASP-107360,train
JVASP-107361,train
JVASP-107362,val
JVASP-107363,train
JVASP-107365,train
JVASP-107366,train
JVASP-107367,train
JVASP-107368,train
JVASP-107369,test
JVASP-10737,train
JVASP-107370,train
JVASP-107371,train
JVASP-107373,train
JVASP-107374,train
JVASP-107375,train
JVASP-107376,test
JVASP-107377,train
JVASP-107378,test
JVASP-107379,train
JVASP-10738,train
JVASP-107381,train
JVASP-107383,train
JVASP-107384,train
JVASP-107385,train
JVASP-107386,val
JVASP-107387,train
JVASP-107388,train
JVASP-107389,train
JVASP-10739,train
JVASP-107390,val
JVASP-107391,train
JVASP-107392,train
JVASP-107393,train
JVASP-107394,train
JVASP-107395,train
JVASP-107397,train
JVASP-107398,train
JVASP-107399,test
JVASP-10740,test
JVASP-107400,train
JVASP-107402,train
JVASP-107403,train
JVASP-107408,train
JVASP-107410,train
JVASP-107414,train
JVASP-107415,train
JVASP-107416,train
JVASP-107417,train
JVASP-107419,train
JVASP-107421,test
JVASP-107422,train
JVASP-107423,test
JVASP-107425,test
JVASP-107427,train
JVASP-107428,train
JVASP-107429,val
JVASP-10743,train
JVASP-107431,train
JVASP-107432,test
JVASP-107433,train
JVASP-107434,train
JVASP-107435,test
JVASP-107437,val
JVASP-107438,train
JVASP-107439,test
JVASP-10744,train
JVASP-107443,train
JVASP-107444,train
JVASP-107447,test
JVASP-107448,test
JVASP-107449,train
JVASP-10745,train
JVASP-107450,train
JVASP-107451,train
JVASP-107452,train
JVASP-107453,train
JVASP-107454,val
JVASP-107456,train
JVASP-107457,train
JVASP-107458,train
JVASP-107459,train
JVASP-10746,train
JVASP-107460,train
JVASP-107461,test
JVASP-107462,train
JVASP-107463,train
JVASP-107464,test
JVASP-107466,train
JVASP-107467,train
JVASP-107468,train
JVASP-107469,test
JVASP-10747,test
JVASP-107470,train
JVASP-107471,train
JVASP-107474,val
JVASP-107476,train
JVASP-107477,train
JVASP-107479,test
JVASP-107481,val
JVASP-107482,train
JVASP-107483,train
JVASP-107485,test
JVASP-107486,train
JVASP-107488,test
JVASP-107489,test
JVASP-10749,train
JVASP-107490,test
JVASP-107491,val
JVASP-107492,train
JVASP-107493,train
JVASP-107494,train
JVASP-107497,train
JVASP-107498,train
JVASP-107500,train
JVASP-107502,train
JVASP-107503,train
JVASP-107504,train
JVASP-107506,train
JVASP-107507,train
JVASP-107508,train
JVASP-107510,test
JVASP-107511,train
JVASP-107512,train
JVASP-107513,train
JVASP-107515,train
JVASP-107516,val
JVASP-107519,train
JVASP-10752,val
JVASP-107520,train
JVASP-107522,train
JVASP-107523,train
JVASP-107524,train
JVASP-107525,train
JVASP-107526,train
JVASP-107528,train
JVASP-107529,train
JVASP-107530,train
JVASP-107531,train
JVASP-107532,train
JVASP-107533,train
JVASP-107534,train
JVASP-107535,val
JVASP-107536,train
JVASP-107537,train
JVASP-107538,train
JVASP-107539,train
JVASP-107540,train
JVASP-107542,train
JVASP-107544,val
JVASP-107545,val
JVASP-107546,test
JVASP-107548,val
JVASP-107549,train
JVASP-10755,train
JVASP-107551,train
JVASP-107552,train
JVASP-107553,train
JVASP-107555,train
JVASP-107556,train
JVASP-107557,test
JVASP-107558,train
JVASP-107559,train
JVASP-107561,train
JVASP-107567,train
JVASP-107569,train
JVASP-10757,train
JVASP-107570,train
JVASP-107571,train
JVASP-107573,train
JVASP-107574,train
JVASP-107576,train
JVASP-107577,train
JVASP-107578,train
JVASP-107579,test
JVASP-107580,val
JVASP-107581,train
JVASP-107582,train
JVASP-107583,train
JVASP-107584,train
JVASP-107585,train
JVASP-107586,val
JVASP-107587,train
JVASP-107588,train
JVASP-107589,train
JVASP-107590,val
JVASP-107592,train
JVASP-107593,test
JVASP-107594,train
JVASP-107595,train
JVASP-107596,train
JVASP-107597,val
JVASP-107598,train
JVASP-107599,test
JVASP-1076,train
JVASP-10760,train
JVASP-107600,val
JVASP-107601,train
JVASP-107602,train
JVASP-107606,train
JVASP-107608,train
JVASP-107609,train
JVASP-107610,train
JVASP-107623,train
JVASP-107624,train
JVASP-107625,train
JVASP-107626,train
JVASP-107627,train
JVASP-107628,train
JVASP-107629,train
JVASP-107630,train
JVASP-107631,train
JVASP-107632,train
JVASP-107633,train
JVASP-107634,val
JVASP-107636,val
JVASP-107637,train
JVASP-107638,train
JVASP-107640,train
JVASP-107641,train
JVASP-107643,train
JVASP-107644,test
JVASP-107645,train
JVASP-107646,train
JVASP-107647,train
JVASP-107648,val
JVASP-107649,test
JVASP-107652,train
JVASP-107653,test
JVASP-107654,train
JVASP-107655,train
JVASP-107657,val
JVASP-107658,train
JVASP-107660,train
JVASP-107662,train
JVASP-107663,train
JVASP-107664,train
JVASP-107665,train
JVASP-107667,train
JVASP-107669,train
JVASP-107670,train
JVASP-107675,test
JVASP-107676,val
JVASP-107677,train
JVASP-107679,train
JVASP-107680,train
JVASP-107681,val
JVASP-107682,train
JVASP-107683,train
JVASP-107684,train
JVASP-107685,train
JVASP-107686,train
JVASP-107687,train
JVASP-107688,test
JVASP-107689,test
JVASP-107690,train
JVASP-107691,val
JVASP-107695,train
JVASP-107696,train
JVASP-107697,train
JVASP-107698,val
JVASP-107699,train
JVASP-107700,train
JVASP-107701,train
JVASP-107702,val
JVASP-107703,train
JVASP-107704,train
JVASP-107705,train
JVASP-107707,train
JVASP-107708,train
JVASP-107711,train
JVASP-107712,val
JVASP-107713,train
JVASP-107715,train
JVASP-107716,train
JVASP-107717,train
JVASP-107718,test
JVASP-107719,val
JVASP-107720,train
JVASP-107721,train
JVASP-107723,val
JVASP-107724,train
JVASP-107725,train
JVASP-107728,train
JVASP-107729,train
JVASP-10773,train
JVASP-107731,test
JVASP-107733,train
JVASP-107734,train
JVASP-107735,train
JVASP-107736,train
JVASP-107737,train
JVASP-107738,train
JVASP-107739,train
JVASP-10774,train
JVASP-107740,train
JVASP-107741,test
JVASP-107742,test
JVASP-107743,test
JVASP-107744,train
JVASP-107745,train
JVASP-107746,train
JVASP-107747,train
JVASP-107748,train
JVASP-107749,train
JVASP-10775,train
JVASP-107750,test
JVASP-107751,train
JVASP-107752,val
JVASP-107753,train
JVASP-107754,train
JVASP-107756,train
JVASP-107757,test
JVASP-107758,train
JVASP-107759,train
JVASP-10776,test
JVASP-107760,train
JVASP-107761,test
JVASP-107762,train
JVASP-107763,test
JVASP-107764,train
JVASP-107767,test
JVASP-107768,val
JVASP-107769,train
JVASP-107770,train
JVASP-107771,train
JVASP-107772,train
JVASP-107773,train
JVASP-107776,train
JVASP-107777,test
JVASP-107778,train
JVASP-107779,train
JVASP-107780,train
JVASP-107781,train
JVASP-107782,train
JVASP-107784,train
JVASP-107785,train
JVASP-107786,train
JVASP-107788,val
JVASP-107789,train
JVASP-107791,test
JVASP-107792,train
JVASP-107793,train
JVASP-107794,train
JVASP-107795,train
JVASP-107799,train
JVASP-107800,train
JVASP-107802,train
JVASP-107803,train
JVASP-107804,train
JVASP-107805,train
JVASP-107806,val
JVASP-107808,train
JVASP-107809,train
JVASP-107810,val
JVASP-107813,train
JVASP-107815,train
JVASP-107816,train
JVASP-107819,train
JVASP-10783,val
JVASP-107837,train
JVASP-107839,test
JVASP-10784,train
JVASP-107844,train
JVASP-107845,train
JVASP-10785,train
JVASP-107850,train
JVASP-107851,train
JVASP-107853,val
JVASP-107854,val
JVASP-107855,train
JVASP-107856,val
JVASP-107857,train
JVASP-107858,train
JVASP-10786,train
JVASP-107861,train
JVASP-107862,train
JVASP-107863,train
JVASP-107864,train
JVASP-107866,train
JVASP-107867,val
JVASP-107868,train
JVASP-107869,train
JVASP-107871,train
JVASP-107872,train
JVASP-107876,train
JVASP-107877,train
JVASP-107878,train
JVASP-107879,train
JVASP-107880,train
JVASP-107881,train
JVASP-107884,train
JVASP-107886,train
JVASP-107887,val
JVASP-107888,train
JVASP-107889,train
JVASP-107891,test
JVASP-107892,train
JVASP-107893,train
JVASP-107894,train
JVASP-107898,train
JVASP-1079,train
JVASP-107900,train
JVASP-107901,test
JVASP-107902,train
JVASP-107904,train
JVASP-107905,val
JVASP-107908,train
JVASP-107909,train
JVASP-10791,train
JVASP-107910,train
JVASP-107913,train
JVASP-107914,train
JVASP-107915,train
JVASP-107917,train
JVASP-107918,train
JVASP-107919,test
JVASP-10792,train
JVASP-107920,train
JVASP-107921,train
JVASP-107922,train
JVASP-10793,train
JVASP-107930,test
JVASP-107931,train
JVASP-107932,train
JVASP-107933,val
JVASP-107934,train
JVASP-107939,train
JVASP-10794,train
JVASP-107940,test
JVASP-107944,test
JVASP-107946,val
JVASP-107947,train
JVASP-107948,train
JVASP-10795,train
JVASP-107953,train
JVASP-107954,train
JVASP-107955,test
JVASP-107957,train
JVASP-107959,train
JVASP-10796,val
JVASP-107960,train
JVASP-107961,train
JVASP-107964,train
JVASP-107965,train
JVASP-107966,train
JVASP-107967,train
JVASP-107968,train
JVASP-10797,train
JVASP-107973,train
JVASP-107974,train
JVASP-107975,test
JVASP-107976,train
JVASP-107977,train
JVASP-107978,val
JVASP-107979,train
JVASP-107980,val
JVASP-107981,train
JVASP-107982,train
JVASP-107983,train
JVASP-107984,train
JVASP-107985,train
JVASP-107987,train
JVASP-107988,train
JVASP-107989,train
JVASP-107992,train
JVASP-107993,test
JVASP-107994,test
JVASP-107995,train
JVASP-107996,train
JVASP-107997,train
JVASP-107998,train
JVASP-107999,test
JVASP-10800,train
JVASP-108001,train
JVASP-108002,train
JVASP-108003,test
JVASP-108004,train
JVASP-108006,train
JVASP-108007,train
JVASP-108008,train
JVASP-108010,train
JVASP-108011,test
JVASP-108012,train
JVASP-108014,train
JVASP-108015,train
JVASP-108016,train
JVASP-108019,train
JVASP-108020,train
JVASP-108021,test
JVASP-108022,train
JVASP-108023,test
JVASP-108024,train
JVASP-108025,train
JVASP-108026,train
JVASP-108027,train
JVASP-108030,train
JVASP-108032,train
JVASP-108034,train
JVASP-108035,train
JVASP-10804,train
JVASP-108043,train
JVASP-108045,train
JVASP-108046,train
JVASP-108047,train
JVASP-108048,train
JVASP-108049,train
JVASP-108050,train
JVASP-108052,train
JVASP-108054,test
JVASP-108055,train
JVASP-108056,train
JVASP-108057,train
JVASP-10806,train
JVASP-108060,train
JVASP-108062,test
JVASP-108063,train
JVASP-108064,train
JVASP-108067,train
JVASP-108068,train
JVASP-108069,train
JVASP-108071,train
JVASP-108072,train
JVASP-108075,test
JVASP-108076,train
JVASP-108077,train
JVASP-10808,test
JVASP-108081,train
JVASP-108082,test
JVASP-108083,train
JVASP-108085,train
JVASP-108087,val
JVASP-108088,train
JVASP-10809,train
JVASP-108090,train
JVASP-108093,train
JVASP-108094,train
JVASP-108095,train
JVASP-108096,train
JVASP-108098,train
JVASP-108099,train
JVASP-10810,train
JVASP-108100,train
JVASP-108101,train
JVASP-108102,train
JVASP-108103,train
JVASP-108104,train
JVASP-108106,test
JVASP-108109,train
JVASP-10811,val
JVASP-108110,test
JVASP-108111,train
JVASP-108112,train
JVASP-108113,train
JVASP-108114,test
JVASP-108115,train
JVASP-108116,train
JVASP-10812,train
JVASP-108125,test
JVASP-108129,train
JVASP-10813,train
JVASP-108130,train
JVASP-108131,train
JVASP-108134,train
JVASP-108135,test
JVASP-108137,test
JVASP-108139,test
JVASP-10814,test
JVASP-108140,train
JVASP-108142,test
JVASP-108143,train
JVASP-108144,train
JVASP-108147,train
JVASP-108148,train
JVASP-108149,train
JVASP-10815,train
JVASP-108153,test
JVASP-108154,train
JVASP-108156,test
JVASP-108157,train
JVASP-108158,train
JVASP-108159,train
JVASP-10816,train
JVASP-108160,train
JVASP-108162,val
JVASP-108163,train
JVASP-108165,train
JVASP-108166,train
JVASP-108167,train
JVASP-108168,train
JVASP-10817,train
JVASP-108170,train
JVASP-108172,train
JVASP-108173,train
JVASP-108174,train
JVASP-108175,train
JVASP-108177,val
JVASP-108178,test
JVASP-108179,train
JVASP-10818,train
JVASP-108180,train
JVASP-108181,val
JVASP-108182,train
JVASP-108185,train
JVASP-108187,train
JVASP-108188,val
JVASP-108189,train
JVASP-10819,train
JVASP-108190,val
JVASP-108191,train
JVASP-108192,train
JVASP-108193,train
JVASP-108194,train
JVASP-1082,train
JVASP-10820,train
JVASP-10821,train
JVASP-10822,train
JVASP-10826,train
JVASP-10835,test
JVASP-10839,test
JVASP-10840,train
JVASP-10848,val
JVASP-10849,train
JVASP-1085,train
JVASP-10850,train
JVASP-10851,train
JVASP-10852,train
JVASP-10853,train
JVASP-10854,train
JVASP-10855,test
JVASP-10856,train
JVASP-10857,train
JVASP-108570,train
JVASP-108571,train
JVASP-108572,train
JVASP-108573,train
JVASP-108574,train
JVASP-108575,train
JVASP-108576,train
JVASP-108578,val
JVASP-108579,train
JVASP-10858,train
JVASP-108580,train
JVASP-108581,train
JVASP-108582,train
JVASP-108583,test
JVASP-108584,train
JVASP-108591,test
JVASP-108592,train
JVASP-108593,train
JVASP-108594,train
JVASP-108596,train
JVASP-108597,train
JVASP-108598,train
JVASP-108599,test
JVASP-108600,train
JVASP-108601,train
JVASP-108602,train
JVASP-108603,train
JVASP-108604,test
JVASP-108605,train
JVASP-108606,train
JVASP-108607,test
JVASP-108608,train
JVASP-108609,train
JVASP-108610,val
JVASP-108611,train
JVASP-108612,train
JVASP-108613,train
JVASP-108614,val
JVASP-108615,train
JVASP-108616,train
JVASP-108617,train
JVASP-108618,train
JVASP-108619,train
JVASP-10862,test
JVASP-108620,train
JVASP-108622,test
JVASP-108623,train
JVASP-108624,train
JVASP-108632,train
JVASP-108633,train
JVASP-108634,train
JVASP-108637,train
JVASP-108638,train
JVASP-108639,val
JVASP-10864,train
JVASP-108640,train
JVASP-108641,val
JVASP-108642,train
JVASP-108643,train
JVASP-108644,train
JVASP-108645,test
JVASP-108649,train
JVASP-10865,train
JVASP-108650,train
JVASP-108651,train
JVASP-108653,train
JVASP-108655,train
JVASP-108656,val
JVASP-108657,train
JVASP-108658,train
JVASP-108659,train
JVASP-10866,train
JVASP-108660,train
JVASP-108661,train
JVASP-108662,train
JVASP-108663,val
JVASP-108664,val
JVASP-108665,train
JVASP-108666,train
JVASP-108667,train
JVASP-108668,train
JVASP-108669,train
JVASP-10867,train
JVASP-108670,train
JVASP-108671,train
JVASP-108672,train
JVASP-108673,train
JVASP-108675,test
JVASP-108677,val
JVASP-108678,train
JVASP-108679,val
JVASP-10868,test
JVASP-108680,train
JVASP-108681,train
JVASP-108682,train
JVASP-108683,train
